groupid;url;name;review_id;sentence_id;text;label;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;5;4;Iskrene preporuke!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;7;1;Topla, strpljiva, nježna i jako stručna doktorica koja je prije svega čovjek.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;7;2;Puno vremena posveti pacijentu i sve objasni.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;7;3;Topla preporuka za sve.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;8;1;Doktorica Belak je najbolja i najnježnija ginekologica.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;8;2;Izuzetno stručna, empatična i posvećena pacijenticama.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;8;3;Za svaku pohvalu i preporuku!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;8;4;Dubravka;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;10;1;Od sestre pa do doktorce, ne zna se koja je ljubaznija.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;10;2;Uvijek susretljive za bilo kakvu pomoć.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;10;3;Stručno, na vrijeme, kvalitetno, samo pohvale mogu reći!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;1;Doktorica Belak i sestra Antonija su primjer kako se zdravstveni djelatnici trebaju odnositi prema svojim pacijentima.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;2;Profesionalne, ljubazne, dostupne  i uvijek spremne pomoć.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;3;Doktorica je toliko nježna da ni ne osjetiš da te pregledala.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;4;Njen sam pacijent više od 20 godina i ne bih ju mijenjala ni za što.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;5;Isto tako bi pohvalila Primariusa Damira Zudeniga sa Sv.Duha kojeg mi je preporučila doktorica.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;6;Profesionalan, ljubazan, susretljiv, samo riječi hvale.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;7;Zahvalna sam i sretna što sam njihov pacijent.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;12;8;Ukoliko od ginekologa tražite najbolju skrb i profesionalizam moje tople preporuke za te divne ljude.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;13;1;Ukoliko od ginekologa tražite najbolju skrb i profesionalizam, onda je to zasigurno dr. Belak!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;13;2;Njezina stručnosti, nježnost i iskrena ljubaznost vas osvoje na prvu.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;13;3;Kroz sve moje trudnoće bila je vrlo dostupna, temeljita i smirivala sve moje nesigurnosti u želji da pomogne.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;13;4;Sestri Tonki također sve pohvale na odličnoj i brzoj komunikaciji.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;13;5;Tople preporuke za ordinaciju dr. Belak!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;17;1;Divna doktorica i divna sestra.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;17;2;Odgovarajau na mailove, zovu i pitaju kako ste, doktorica nježna, sestra brižna.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;17;3;S razlogom su godinama na listi najdoktora :) ;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;17;4;Hvala Vam :);positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;1;Doktorica Belak je vrhunski profesionalac ali stvarno prije svega ona je dobar čovjek, ljudina,  koja je spreman u svakom trenutku pomoći, kakva god situacija bila.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;2;Nije od onih privatnika kojima je bitno uzeti vam novac!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;3;Nikad ne pišem komentare, ali doktoricu Belak sam bas imala potrebu pohvaliti.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;4;Jer je ona doktor kojem je stalo do svakog pacijenta, toliko ljubazna, srdačna, smirena.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;5;Nije joj problem nazvati pacijenta i par puta kada pacijent ima neki problem.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;6;Koji to privatnik će vas nazvati na vas privatni mobitel da vam pomogne da riješite problem i da vidi jel sve oke?;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;7;I nisu bez razloga ovi svi predivni komentari tu napisani.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;18;8;Doktorica Belak je najbolji ginekolog u Zagrebu.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;19;1;Strpljiva, pažljiva pri pregledu, prizemljena u zaključcima i vrlo pozitivna.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;19;2;Kako sam trudna, bila sam dva puta kod dr. Belak na ultrazvuku - iznimna žena, strpljiva i nasmijana, sve objasni i ima vremena za svakoga!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;20;1;Dr. Belak je najbolji ginekolog kod kojeg sam ikada bila.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;20;2;Godinama se mučim s ginekološkim problemima, doktorica je rješila moj problem u dva dolaska.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;20;3;Ona nije samo ginekolog, ona je stručnjak za mnogo drugih grana i njezina stručnost, profesionalnost, a prije svega ljudskost nešto je što je čini izvanrednim liječnikom.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;20;4;Ja ginekologu ne idem više nigdje drugdje.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;20;5;Sve pohvale i za sestru koja je presimpatična, jako dobro informirana i educirana i jako nježna i draga.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;1;Doktorici Belak dolazim par godina.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;2;Uvijek mi je bila dostupna i kad mi je trebao savijet ili je bilo nesto hitno pa je dosla po potrebi.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;3;Stručna empatična i uvijek volnja pomoci.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;4;suprug i ja smo oboje na pocetku korone ostali bez posla bilo je hitno prim ginekolozi nisu primali obavila mi jevsve potrebno a kad smo pricale o mojoj situaciji oboje bez posla i s troje male djece nije željela naplatiti nista.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;5;Topla draga osoba s puno razumjevanja za tuđe probleme.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;21;6;Sve najbolje o dr. Belak i od srca je mogu preporuciti;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;22;1;Topla iskrena osoba koja stvarno posveti sebe potpuno pacijentu i objasni u najmanji detalj sve sto pitate.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;22;2;I sestra je super!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;23;1;simpatična, ljubazna i stručna doktorica, iskreno vodi brigu o svakom pacijentu, također moram pohvaliti i sestru koja je jako draga i uvijek spremna pomoći savjetima i saslušati.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;1;Svakome bih preporucila doktoricu Belak i sestru Antoniju.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;2;Godinama sam njihov pacijent i svaki put imam samo pozitivna iskustva.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;3;Obje su vrlo profesionalne, smirene, strpljive, pristupacne, ljubazne i strucne.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;4;"Pregledi prolaze bezbolno i mogu reci da ih ""jedva"" osjetim, a i doktorica i sestra se uvijek maksimalno potrude sve objasniti i odgovoriti na svako pitanje.";positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;5;Svemu pristupaju s visokom dozom posvecenosti i takodjer su za konzultacije, osim uzivo, dostupne i telefonskim putem i putem E-maila.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;6;Dijele kvalitetne savjete i povezuju svoje pacijente s ostalim strucnjacima.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;26;7;U danasnje se vrijeme zaista cijeni takva usluga.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;27;1;Vrlo pažljiva doktorica jako pristupačna i daje sve od sebe da pregled bude i ugodan i da rješi sve medicinske probleme .;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;27;2;Sestra također pristupačna i ljubazna.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;27;3;Preporučam ih i najdražim prijateljicama;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;1;predivna doktorica,topla,sve lijepo objasni.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;2;Godinama sam izbjegavala odlazak k ginekologu radi negativnih iskustava.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;3;Kod dr. Belak toga nema.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;4;Da je barem više takvih liječnika.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;5;Sestra također divna,opusti čovjeka prije pregleda.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;28;6;Sve za svaku pohvalu.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;30;1;Doktorica je brižna i profesionalna , malo koji doktor ti da privatni broj za naknadne konzultacije .;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;30;2;Starija sam pacijentica i imam iskustva a za doktoricu Belak mogu reći da je pacijent ispred nje same i briga za pacijenta ne poznaje doba dana.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;30;3;Topla preporuka svim ženama;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;1;Dr. Belak jako puno ulaže u svoju promidžbu.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;2;Sve što ne doprinosi njenoj reklami, nije joj zanimljivo.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;3;Ona je možda ljubazna s  mladim ušminkanim pacijenticama koje samo dolaze po recept ili savjet.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;4;Ja sam žena u godinama i došla sam joj sa stvarnim problemom.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;5;Prema meni je bila osorna, distancirana i gledala me 's visoka'.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;31;6;Ne pada mi napamet da ikad više odem k njoj.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;32;1;Velike preporuke svima za doktoricu Belak.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;32;2;Imam samo riječi hvale za obje - doktoricu i sestru.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;32;3;Ljubazne, smirene, drage, susretljive, zaista su me iznenadile svojim pristupom.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;32;4;Kad bi barem bilo više takvih!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;33;1;Odlično iskustvo pregleda, za one koji su u grču poput mene u ordinaciji je smirujuća atmosfera a doktorica svojim pristupom i razgovorom zaista opusti.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;33;2;Rado objasni nedoumice, a tokom pregleda objašnjava što radi kako bi pregled prošao što bezbolnije,brže i ugodnije.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;33;3;Sve pohvale!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;35;1;Izuzetno stručna, profesionalna i ljubazna doktorica.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;35;2;Također samo riječi pohvale za medicinsku sestru.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;36;1;Danas sam prvi puta bila kod doktorice Belak i mogu samo riječi hvale reći za nju ,toplo preporučam svakome!;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;1;"Nazvala sam ordinaciju Dr Belak neugodno iznenađena i uplašena ginekološkim
problemom.";neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;2;Sestra Antonija mi je, nakon što sam joj opisala problem, isti dan dala termin kod doktorice.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;3;Dr Belak mi je odmah napravila ultrazvuk, organizirala color doppler, kao i moj daljnj tretman u bolnici.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;4;Rastumačila mi je moju situaciju, svojim pristupom me smirila i učinila više nego što joj njena profesionalna dužnost nalaže.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;5;Zahvaljujem doktorici i sestri i mogu ih toplo preporučiti.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;37;6;Zlata Pelajić;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;38;1;Doktorica je generalno u redu, ljubazna je i odgovari na pitanje.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;38;2;Međutim, na mene je ostavila dojam da je svako moje pitanje bilo ''glupo'', odnosno neutemeljeno.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;38;3;Kod doktora izuzetno ne cijenim, jer da me nešto ne muči očito ne bih ni došla na pregled i konzultacije.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;38;4;Pokušala sam iznijeti što me brinulo, a ona je na moju priču sa podsmijehom odgovarala da si da to tako nije / ne može biti.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;38;5;S odgovorima je bila štura, nije išla previše u širinu, zbog čega na kraju s gore spomenutim stavom odgovaranja, nisam išla u daljnja ispitivanja.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;39;1;Dok je radila u Studentskoj poliklinici 90-tih godina, bila je odlicna doktorica.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;39;2;No zadnje iskustvo nije bilo nimalo blizu dobrome, a kamoli odlicnome i pritom mislim na strucnost - niti je pomogla savjetom niti djelom.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;39;3;Otada odlazak dr. Belancic ne preporucam nikome - upravo suprotno - izaberite nekog drugog.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;1;Uz dužno poštovanje, za trudnoću je puno bitnije kontrolirati tlak, proteine u urinu i ostalo da bi se npr. na vrijeme uočila preeklampsija, negoli brižnost i nježnost o kojoj vi pričate.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;2;Daleko od toga da su brižni i nježni i susretljivi, no ja vas pitam što vam to znači ako tijekom trudnoće ni ne znate kakav vam je tlak, da li imate proteina u urinu, a sve to može dovesti do smrti bebice.;mixed;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;3;Kako ste rekli, zamjetila sam propuste i mane, ali bitne, jako jako bitne.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;4;Kojoj trudnici je bitnije da neko fino s njom čavrlja, susretljiv je, ako ne obavi bitne stvari za tijek trudnoće?;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;5;"Dr. Zudenigo je izvrstan, on svoj posao obavlja odlično, no doktorica je ta koja ""vodi"" tuđu trudnoću.";mixed;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;6;S tim da od svih posjeta koje sam bila, nje nije bilo više od 50%, već dr. Zudenigo i sestra.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;7;Svatko ima pravo na svoje mišljenje.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;8;Za obavit color Doppler da, za vođenje trudnoće nikako ne.;mixed;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;9;Ako ne promjeni način vođenja trudnoće i ne obuhvati sve ove stvari i više u svaki pregled, nijedna trudnica ne može biti mirna.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;42;10;Ako može, super, svaka joj čast.;sarcasm;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;1;Kao ginekologica za preporuku, ja sam na pregledu bila dvaput.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;2;Ljubazna, odgovori na pitanja, ugodan pregled.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;3;Sestra je draga, isto odgovori na pitanja, da savjet.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;4;No ne bih preporučila za vođenje trudnoće.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;5;Da ponovno ostanem trudna ne bih tamo vodila trudnoću.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;6;Jer to ni nije bilo vođenje trudnoće.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;7;Niti mjerenje tlaka, niti težine, niti proteina iz urina, niti mi je bio uzet papa test, niti bilo kakav bris tijekom trudnoće.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;8;Ona niti ne pregledava trudnice već to radi doktor (primarijus sa sv.Duha).;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;9;Dakle, jedino svaki put je bio color doppler.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;10;Kako je trudnoća odmicala, u razgovoru sa prijateljima i obitelji sam shvatila kako drugi ginekolozi vode trudnoću.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;45;11;Sve ove stvari su minimum i kod socijalne ginekologice.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;1;Citam puno komentara o spremnosti na pomoc i odgovaranju na pitanja, medjutim ja to nisam dozivjela.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;2;Doktorica je ignorirala sto joj govorim dok sam joj ja pokusavala objasniti situaciju i nisam dobila nikakve odgovore vec me odmah s vrata napala zasto zelim platiti pretragu i zasto nisam dosla s uputnicom od svog ginekologa kako ne bi platila.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;3;Odgovorila sam joj na to pitanje, iako je to moj je osobni odabir sto sam htjela u ovom trenutku to sto prije obaviti i platiti jer mi otvaranje kartona stvara komplikaciju iz određenih razloga.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;4;Doktorica je medjutim nastavila pricati o novcima ostatak pregleda te mi nije ni ostavila mogućnost da je pitam nešto što se tiče moje situacije, ne ekonomske, nego one zbog koje sam došla.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;5;Razumijem savjet za otvaranjem kartona kako bi se smanjili troskovi, no dovoljno je reci jednom i pustiti me da radim po vlastitom nahođenju umjesto stvoriti da se osjecam nelagodno jer sam dosla obaviti pretragu.;negative;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;46;6;Sestra je ljubazna, no ovo je prvi i zadnji put.;mixed;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;47;1;Toliko jedna divna i predivna žena da to nema nigdje.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;47;2;Sve pohvale za moju dragu doktoricu koja strucno obavlja svoj posao.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;1;Kod doktorice Belak odlazim već 6 godina.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;2;Doktorica je izrazito profesionalna, stručna, pristojna, draga - doktorica u pravom smislu te riječi.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;3;Uvije spremna pomoći i dati savjet oko stvari koje nisu usko povezane za njezinom granom medicine.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;4;Divna žena koja zna kako se cijeni druga žena i pregled kod nje je bez ikakvog stresa.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;5;Imate taj pravi osjećaj da ste u pravim rukama.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;48;6;Lijepi pozdrav, Anja Vrbanac;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;49;1;Doktorica je izuzetno ljubazna i strucna.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;49;2;Definitivno za svaku preporuku.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;1;Kod doktorice odlazim vec tri godine i mogu reci sve najbolje o njoj, vrlo strucna, profesionalna u odnosu prema pacjentu  a opet topla da se ne osjecas kao stvar ili broj.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;2;Vrlo ljubazna, zna posao, cijene su joj pristupacne  nalazi nikad ne kadbe, dostupna je i povezana s pacijentima.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;3;Jednom sam ju zabunom nazvala na mobitel umjesto sestru i bila je vrlo ljubazna i uputila me na dogovor oko rasporeda termina sa sestrom.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;4;Dakle radi se o doktorici koja je dostupna za pvijente i nakon radnog vremena, sto ja iznimno cijenim  ali sto narsvno ne znaci da to treba zloupotrebljavati.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;5;Sve u svemu  izvrsna foktorics  profesionalna u odnosu sa pacijentom, vrlo strucna i odgovorna.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;50;6;Sestra vrlo ljubazna i draga.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;51;1;Jako ljubazna doktorica.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;51;2;Samo se moze reci sve najbolje, sretna sam sto sam bila kod nje i dobila jasne savjete.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;51;3;Zna objasniti i smiriti osobu.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;51;4;U buduce cu ici i dalje kod nje.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;51;5;Puno joj hvala za sve kao i ljubaznoj sestri Antoniji.;positive;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;52;1;Pozdrav.;neutral;
3;https://najdoktor.com/Snje%C5%BEana-Belak/d16900;Snježana Belak;52;2;znaci do sada nisam ocjenjivala nikoga ali ovaj put moram.;neutral;
